#
#
#
#
#
#              JD            X            Y            Z         VX         VY         VZ
2458849.500000000 -394.9209259269014 -1378.81121584225 981.6114777918265 0.003659374355864406 -0.000980945539248522 9.43599370834644e-05
2458850.194000000 -171.7459837937457 -1419.901086401053 987.4351735115713 0.003768744188597083 -0.000386678252753218 9.947165120350221e-05
2458850.888000000 55.12227386199238 -1424.985711551013 993.4894346694067 0.003782300957984872 0.0002174467829778605 0.0001020338274310877
2458851.582000000 279.9159719605168 -1393.934273232377 999.6190727219661 0.003699693998003472 0.0008160678711327914 0.000101980380556927
2458852.276000000 496.9196600727524 -1327.534875031854 1005.666946363129 0.00352301895606414 0.001393961565387758 9.931241231520655e-05
2458852.970000000 700.6157226334434 -1227.474588497227 1011.477999658115 0.003256764941291721 0.001936430325897863 9.409823513397016e-05
2458853.664000000 885.824778618635 -1096.296604016145 1016.903248892398 0.002907700601620104 0.002429676898793454 8.647163963741516e-05
2458854.358000000 1047.837487388134 -937.3355722671635 1021.803613707992 0.002484702010281043 0.002861155825200678 7.662844439816846e-05
2458855.052000000 1182.534395639154 -754.6327812833429 1026.053492047519 0.001998526744901787 0.003219893068456155 6.482142086001942e-05
2458855.746000000 1286.490765565685 -552.8333310807861 1029.543985539394 0.001461539931557391 0.003496765566546079 5.135373665504498e-05
2458856.440000000 1357.063708403999 -337.0679291590866 1032.18569185258 0.0008873992653604144 0.003684733548372739 3.657110253124369e-05
2458857.134000000 1392.459400659144 -112.82232392526 1033.910992658498 0.0002907070761343284 0.003779019669865391 2.085283981425354e-05
2458857.828000000 1391.778670612602 114.2022909021587 1034.675779546673 -0.0003133616448954609 0.003777230397140467 4.60210727746776e-06
2458858.522000000 1355.039796985933 338.2343378465637 1034.460575027303 -0.0009094457262459341 0.003679416553371295 -1.176445929695295e-05
2458859.216000000 1283.177945396433 553.5786819499697 1033.271021242115 -0.00148238890733644 0.003488071514750035 -2.782743220027385e-05
2458859.910000000 1178.021266276174 754.7614778144878 1031.137724946755 -0.002017625534073428 0.003208067147501987 -4.317533301255796e-05
2458860.604000000 1042.244274557498 936.6693471205785 1028.115463514105 -0.002501551007124915 0.002846529179139567 -5.741515927898443e-05
2458861.298000000 879.2997111207272 1094.679344726937 1024.281772878542 -0.002921867541516702 0.002412655249867658 -7.018242898772101e-05
2458861.992000000 693.3306336575952 1224.776410519127 1019.734954126728 -0.003267896450676373 0.001917480352419761 -8.11504852980513e-05
2458862.686000000 489.0649862147683 1323.655327178932 1014.591550373639 -0.003530849046497291 0.001373595702257152 -9.003882241824068e-05
2458863.380000000 271.6953395123829 1388.804602336954 1008.983359136782 -0.003704049323875862 0.0007948282509760518 -9.662022026340664e-05
