#
#
#
#
#
#              JD            X            Y            Z         VX         VY         VZ
2458849.500000000 1316.220891329725 -340.1718416253715 -1082.815627608131 0.0009158382785006226 0.003425316206889578 3.717101228398255e-05
2458850.194000000 1354.549035606883 -131.2782215224202 -1081.021248029091 0.0003598668377428602 0.003527458961628991 2.255158173806505e-05
2458850.888000000 1359.194061715583 81.05765198917953 -1080.122752121766 -0.0002052632628604783 0.003539886990438505 7.353164043678905e-06
2458851.582000000 1330.037627910468 291.4353266184635 -1080.143212144151 -0.000765173479356889 0.003462282642541548 -8.034163018140082e-06
2458852.276000000 1267.821404161015 494.5041510310349 -1081.082111481024 -0.001305618088523468 0.003296621126949473 -2.321537501192997e-05
2458852.970000000 1174.128170645927 685.0995364695459 -1082.915354044287 -0.001812847646630825 0.003047120031457681 -3.780071057892247e-05
2458853.664000000 1051.341459302507 858.3744599288025 -1085.595883602002 -0.002273959678049784 0.002720131433011675 -5.141575922705619e-05
2458854.358000000 902.5847773868545 1009.922843646397 -1089.054897381532 -0.0026772275576793 0.002323979415326273 -6.371114957267059e-05
2458855.052000000 731.6419774551421 1135.891657640001 -1093.203621897303 -0.003012399136132252 0.001868747231135318 -7.43715709781485e-05
2458855.746000000 542.8608217169034 1233.07888581933 -1097.93560357218 -0.003270957465307628 0.001366019647653839 -8.31238844834748e-05
2458856.440000000 341.0422177090551 1299.014863507747 -1103.129453022644 -0.00344633698880251 0.0008285871603435694 -8.974411150451726e-05
2458857.134000000 131.3179656374172 1332.024924920137 -1108.651970319069 -0.003534089736387941 0.0002701197229468187 -9.406312682134447e-05
2458857.828000000 -80.9798534660589 1331.271781479655 -1114.361569316083 -0.003531997370459397 -0.000295181601632115 -9.597092192270452e-05
2458858.522000000 -290.454512453544 1296.776572953652 -1120.11191228107 -0.003440126338809789 -0.0008529461317242597 -9.541934330133925e-05
2458859.216000000 -491.7818384193359 1229.418079471826 -1125.755661441996 -0.003260824854302176 -0.00138899896135195 -9.242324725084101e-05
2458859.910000000 -679.8454893656292 1130.910139381391 -1131.148251660042 -0.002998661909484495 -0.001889720961148833 -8.706004904722464e-05
2458860.604000000 -849.8668745803244 1003.757871249214 -1136.151588211854 -0.002660310004261771 -0.002342394265188143 -7.946768147109391e-05
2458861.298000000 -997.5264295208931 851.193834145724 -1140.63757570913 -0.002254374680180388 -0.002735524529688476 -6.984101611157189e-05
2458861.992000000 -1119.073181804227 677.0957652108314 -1144.491388565298 -0.001791175280563132 -0.003059131872049807 -5.842684013670899e-05
2458862.686000000 -1211.419846650623 485.8879950709884 -1147.614400130496 -0.001282482560216569 -0.003305003217573176 -4.551751934639631e-05
2458863.380000000 -1272.22105980668 282.4290488107636 -1149.926696521225 -0.0007412198242304509 -0.003466899773230051 -3.144351292374984e-05
2458864.074000000 -1299.932783906382 71.88828333347675 -1151.369111990055 -0.0001811351597843965 -0.003540714485995906 -1.656493426108641e-05
2458864.768000000 -1293.851399591613 -140.3853168235381 -1151.904735034621 0.0003835469801502409 -0.003524575598507875 -1.262374367653335e-06
2458865.462000000 -1254.131503725086 -348.9988699405932 -1151.519847915981 0.0009384860901998234 -0.003418893756698512 1.407278045330849e-05
2458866.156000000 -1181.781971230408 -548.6524276370972 -1150.224276444682 0.001469588791787818 -0.003226351521323106 2.904829606858875e-05
2458866.850000000 -1078.640381624492 -734.2734529730164 -1148.051141451483 0.001963365783033655 -0.002951835556335636 4.328105890507531e-05
2458867.544000000 -947.3264531479825 -901.1455525088119 -1145.056018000714 0.002407273617558105 -0.0026023131802832 5.640682180947643e-05
2458868.238000000 -791.1756536149367 -1045.028211271644 -1141.315522882855 0.002790032737265929 -0.002186656341005216 6.808948852000463e-05
2458868.932000000 -614.1546550994511 -1162.264502601209 -1136.925365014274 0.00310191375725091 -0.001715417378334439 7.80297062415845e-05
2458869.626000000 -420.7607572887124 -1249.874043266354 -1131.997906842078 0.003334984769000007 -0.00120056214442714 8.597254827829535e-05
2458870.320000000 -215.9078105265272 -1305.628831199801 -1126.65929743356 0.003483313375729236 -0.0006551671283593938 9.171408601013484e-05
2458871.014000000 -4.801514031382933 -1328.110030227642 -1121.046249300954 0.003543118281633376 -9.308815388332228e-05 9.510667270880787e-05
2458871.708000000 207.1927614312968 -1316.74424324282 -1115.302540792124 0.003512866501394556 0.000471391037797097 9.606279167243432e-05
2458872.402000000 414.6862813784809 -1271.818330972982 -1109.57533364688 0.003393313609488162 0.001023921466036335 9.455735821294525e-05
2458873.096000000 612.4039287388745 -1194.472375257024 -1104.011400671675 0.003187485878726629 0.001550453670843446 9.06284083050723e-05
2458873.790000000 795.3183760924534 -1086.670940119237 -1098.753361109779 0.002900604628930451 0.002037595281754245 8.437615395976859e-05
