#
#
#
#
#
#              JD            X            Y            Z         VX         VY         VZ
2458849.500000000 -338.2020580364805 71.98257029179797 1703.256257148077 -0.0002082826557824966 -0.0007785991521937331 -8.452077939892109e-06
2458850.194000000 -346.917114778707 24.49842781804364 1702.848302846752 -8.178477120893119e-05 -0.0008018480807039123 -5.125835061106339e-06
2458850.888000000 -347.9680948439445 -23.76891440383145 1702.644191743754 4.680535698141556e-05 -0.0008046662584567888 -1.667566563445637e-06
2458851.582000000 -341.3278422055203 -71.58953234527701 1702.649183770371 0.0001742069434935114 -0.0007869792393598372 1.833733242530245e-06
2458852.276000000 -327.1654480714552 -117.7448079030559 1702.863156510258 0.000297169124939745 -0.000749237788183034 5.287923716105049e-06
2458852.970000000 -305.8419317459833 -161.0586425630142 1703.280607076135 0.0004125548683001096 -0.0006924063014000505 8.606073952611266e-06
2458853.664000000 -277.9009686904701 -200.4275709890964 1703.890794736656 0.0005174218890888833 -0.0006179377770104464 1.170279022132397e-05
2458854.358000000 -244.05491102338 -234.8489867659817 1704.678020571733 0.0006090983999228988 -0.0005277360218600558 1.449844808559976e-05
2458855.052000000 -205.166472101981 -263.4467447471383 1705.622036503798 0.0006852516637428404 -0.0004241061448870264 1.692126534290467e-05
2458855.746000000 -162.2265621062066 -285.4934772533412 1706.698572388516 0.0007439475420258718 -0.0003096947088007663 1.89091579203487e-05
2458856.440000000 -116.3288622209003 -300.4290522303046 1707.879966622477 0.000783699497765112 -0.0001874211899613062 2.041132931554616e-05
2458857.134000000 -68.64180820494352 -307.8747073471206 1709.135883053856 0.0008035058244274568 -6.040261816097574e-05 2.138955402262903e-05
2458857.828000000 -20.37871772013436 -307.6425113869645 1710.434094916143 0.0008028742127669926 6.81265709433699e-05 2.181912558623536e-05
2458858.522000000 27.23316160853794 -299.7399294116321 1711.741315042993 0.0007818331241538298 0.0001948973405581243 2.168944977500014e-05
2458859.216000000 72.98388537552168 -284.3693972415946 1713.02405073249 0.0007409297992563258 0.0003166893504361912 2.100427261412612e-05
2458859.910000000 115.7115291547769 -261.9229400530023 1714.2494612788 0.0006812150829375928 0.0004304126101669081 1.978154179234782e-05
2458860.604000000 154.3316121424907 -232.9719958269246 1715.38619635752 0.0006042155801125605 0.0005331854337577176 1.805290852506311e-05
2458861.298000000 187.8644912182573 -198.2527238151694 1716.405194130795 0.0005118939650059147 0.000622406774132926 1.586288546109936e-05
2458861.992000000 215.4600467127324 -158.6471883203661 1717.28041912455 0.0004065985416121586 0.0006958211918298645 1.32676845521041e-05
2458862.686000000 236.4190543403913 -115.1609066089031 1717.989521601867 0.0002910033919856049 0.0007515749227406221 1.033376660393719e-05
2458863.380000000 250.2107240920297 -68.89733481079213 1718.514402268806 0.000168040648702319 0.0007882617476175293 7.136141040920514e-06
2458864.074000000 256.4859839856296 -21.0299357971511 1718.841668630154 4.082658728576712e-05 0.0008049576240063429 3.75645986326438e-06
2458864.768000000 255.0861920272875 27.22747274243216 1718.962972075047 -8.741664651143044e-05 0.0008012433128744723 2.809537057493739e-07
2458865.462000000 246.0470711345708 74.65135412403015 1718.875217726275 -0.0002134417802725616 0.000777214511960627 -3.201739609798738e-06
2458866.156000000 229.5977767722731 120.0393157259498 1718.580642152494 -0.0003340576942551586 0.0007334792912019192 -6.602802348666269e-06
2458866.850000000 206.155123365745 162.240438832018 1718.086757156824 -0.0004462092980623354 0.000671142908719585 -9.835467894906146e-06
2458867.544000000 176.3131109781091 200.1843279357875 1717.406160972447 -0.0005470540992461212 0.0005917803655712687 -1.28172037321702e-05
2458868.238000000 140.8280061048094 232.9081618931321 1716.556221281467 -0.0006340336271759814 0.0004973973308883106 -1.547179534226162e-05
2458868.932000000 100.5993376228382 259.5810751550981 1715.558637497177 -0.000704937979708502 0.0003903803331244245 -1.773128128827159e-05
2458869.626000000 56.64726879931668 279.5252586335305 1714.43889267697 -0.0007579618999868229 0.0002734373645040902 -1.953769171240663e-05
2458870.320000000 10.0868966793426 292.2332456575298 1713.225608216223 -0.0007917509662411495 0.0001495302802147901 -2.084454536970521e-05
2458871.014000000 -37.8998910058311 297.380937812302 1711.949817047107 -0.0008054366885507642 2.180058635830026e-05 -2.161806447580148e-05
2458871.708000000 -86.09430614645565 294.836026720263 1710.644173344349 -0.0007986595520074091 -0.000106509604789853 -2.183807239146473e-05
2458872.402000000 -133.2715530804219 284.6615791562566 1709.342118621021 -0.0007715793229889469 -0.0002321395236273579 -2.149854667407288e-05
2458873.096000000 -178.2319472808086 267.1146720142751 1708.077025477247 -0.0007248722399380427 -0.0003518925587897569 -2.060780919334361e-05
2458873.790000000 -219.8314702286581 242.6400878956883 1706.8813410554 -0.0006597150359036124 -0.0004627178408217983 -1.918834538696602e-05
2458874.484000000 -257.0109777527255 211.85920844983 1705.785752405501 -0.0005777560792089748 -0.0005617884870851963 -1.727625558392925e-05
2458875.178000000 -288.8233065833336 175.5543677594517 1704.818395470571 -0.0004810742616584281 -0.0006465744496999439 -1.492035181308143e-05
2458875.872000000 -314.4575717577682 134.6490485484923 1704.004128307557 -0.000372126600491605 -0.0007149080159812487 -1.218092296883887e-05
2458876.566000000 -333.2600151545587 90.18441623665626 1703.36388753761 -0.0002536858400896908 -0.0007650401775788411 -9.128199331928308e-06
2458877.260000000 -344.7508514606984 43.29278639940026 1702.914144947684 -0.0001287696313810683 -0.0007956863080654357 -5.840554389901402e-06
2458877.954000000 -348.6366603089679 -4.831293275400753 1702.666478701539 -5.631202784681155e-07 -0.0008060598644638586 -2.402488113298405e-06
2458878.648000000 -344.8179895367654 -52.96159783844962 1702.627270792472 0.0001276630187904779 -0.0007958931490533346 1.097558242513718e-06
2458879.342000000 -333.3919613205181 -99.87162079257769 1702.797539194582 0.0002526369211175604 -0.0007654445242877448 4.56950000621932e-06
2458880.036000000 -314.6498066461144 -144.3659896418544 1703.172909663694 0.0003711699764688299 -0.0007154918541673567 7.923958656592977e-06
2458880.730000000 -289.0693901275662 -185.3110783657771 1703.743728360046 0.0004802391028237104 -0.0006473123366086614 1.107459832025285e-05
2458881.424000000 -257.3029223291473 -221.6640154489102 1704.4953125239 0.0005770646309595667 -0.0005626492789849751 1.394038298307762e-05
2458882.118000000 -220.1601862041707 -252.4993304179853 1705.408332496653 0.0006591817112744249 -0.0004636667386769303 1.644768980486985e-05
